titulo,content,link,rss,horario,web,url_web,lugar,nivel,local,telefono,mail,tipo,texto_embedding,document_type,search_category
Fortuna Heladería,"¿Qué es Fortuna Heladería?..Creamos helados 100% naturales, 100% reales. Usamos solo ingredientes de primera calidad, sin atajos ni artificios. Creamos sabores que sorprenden. Tenemos el açaí más puro y delicioso de Chile. Lo natural, bien hecho, puede ser extraordinario..Te podría interesar.Descubre nuevos sabores y una variada oferta gastronómica en MUT..0Heladería.",https://mut.cl/restaurante/fortuna-heladeria/,https://www.instagram.com/fortuna.heladeria/,L-V: 11:00 - 21:00 S-D: 10:30 - 21:00,,,Nivel -2,-2,206,,,Restaurante,"COCINA: Restaurante | RESTAURANTE: Fortuna Heladería | ¿Qué es Fortuna Heladería?..Creamos helados 100% naturales, 100% reales. Usamos solo ingredientes de primera calidad, sin atajos ni artificios. Creamos sabores que sorprenden. Tenemos el açaí más puro y delicioso de Chile. Lo natural, bien hecho, puede ser extraordinario..Te podría interesar.Descubre nuevos sabores y una variada oferta gastronómica en MUT..0Heladería. | UBICACION: Nivel -2 - Nivel -2 - Local 206 | HORARIO: L-V: 11:00 - 21:00 S-D: 10:30 - 21:00",restaurante,gastronomia
Rapaz by Galpon Italia,"Restaurante.Rapaz.Galpón Italia.¿Quiénes Somos?..Rapaz es un proyecto de Galpón Italia que ofrece coctelería de autor y las mejores hamburguesas, para que puedas venir a disfrutar con tus amigos sus tragos con sabores únicos y platos, sabores y texturas pensadas cada uno de ellos..Te podría interesar.Descubre nuevos sabores y una variada oferta gastronómica en MUT..0Hamburguesas.",https://mut.cl/restaurante/rapaz-by-galpon-italia/,https://www.instagram.com/galponitalia/?hl=es; https://bargalpon.cl/bar-galpon-italia/,L-S: 10:00 - 20:00 D & F: 10:00 - 19:00,www.bargalpon.cl,https://bargalpon.cl,Nivel -2,-2,2009,,,Restaurante,"COCINA: Restaurante | RESTAURANTE: Rapaz by Galpon Italia | Restaurante.Rapaz.Galpón Italia.¿Quiénes Somos?..Rapaz es un proyecto de Galpón Italia que ofrece coctelería de autor y las mejores hamburguesas, para que puedas venir a disfrutar con tus amigos sus tragos con sabores únicos y platos, sabores y texturas pensadas cada uno de ellos..Te podría interesar.Descubre nuevos sabores y una variada oferta gastronómica en MUT..0Hamburguesas. | UBICACION: Nivel -2 - Nivel -2 - Local 2009 | HORARIO: L-S: 10:00 - 20:00 D & F: 10:00 - 19:00 | CONTACTO: Web: www.bargalpon.cl",restaurante,gastronomia
Dulcería Fiol,"¿Qué es Dulcería Fiol?..Confites como gomitas, paletas de chocolate, masticables y helados, entre muchos otros, con sabores únicos, que conectan con nuestro país a través de sus ingredientes, siendo un viaje permanente a la imaginación..Te podría interesar.Descubre nuevos sabores y una variada oferta gastronómica en MUT..0Dulcería.",https://mut.cl/restaurante/dulceria-fiol/,https://www.instagram.com/fiol.dulceria/?hl=es; https://www.facebook.com/Fioldulceria/?locale=es_LA,L-S: 10:00 - 20:00 D & F: 10:00 - 19:00,,,Nivel -2,-2,2068,,,Restaurante,"COCINA: Restaurante | RESTAURANTE: Dulcería Fiol | ¿Qué es Dulcería Fiol?..Confites como gomitas, paletas de chocolate, masticables y helados, entre muchos otros, con sabores únicos, que conectan con nuestro país a través de sus ingredientes, siendo un viaje permanente a la imaginación..Te podría interesar.Descubre nuevos sabores y una variada oferta gastronómica en MUT..0Dulcería. | UBICACION: Nivel -2 - Nivel -2 - Local 2068 | HORARIO: L-S: 10:00 - 20:00 D & F: 10:00 - 19:00",restaurante,gastronomia
Donde Naresh,"¿Qué es Donde Naresh?..Donde Naresh es un restaurante de cocina tradicional del sur de la india. Una experiencia que te transporta a otro continente, donde puedes disfrutar de su menú a la carta, darte un banquete con un Big Thali o su buffet..Te podría interesar.Descubre nuevos sabores y una variada oferta gastronómica en MUT..0Cocinería.Oriental.",https://mut.cl/restaurante/donde-naresh/,https://www.instagram.com/donde_naresh_/?hl=es-la; https://www.facebook.com/dondenaresh/?locale=es_LA,L-S: 10:00 - 20:00 D & F: 10:00 - 19:00,,,Nivel -2,-2,2229,,,Restaurante,"COCINA: Restaurante | RESTAURANTE: Donde Naresh | ¿Qué es Donde Naresh?..Donde Naresh es un restaurante de cocina tradicional del sur de la india. Una experiencia que te transporta a otro continente, donde puedes disfrutar de su menú a la carta, darte un banquete con un Big Thali o su buffet..Te podría interesar.Descubre nuevos sabores y una variada oferta gastronómica en MUT..0Cocinería.Oriental. | UBICACION: Nivel -2 - Nivel -2 - Local 2229 | HORARIO: L-S: 10:00 - 20:00 D & F: 10:00 - 19:00",restaurante,gastronomia
Don César,"Restaurante.Don César..¿Qué es Don César?..Don César es una fuente de soda que tiene 8 tipos de combinaciones de sándwiches XL. Pueden encontrar sándwiches de carne mechada de cerdo, pollo, vacuno, vegetariano, vegano o hamburguesa. Y escoger entre pan marraqueta, frica, hallulla, colisa o al plato. Todos vienen con una tasa de consomé, papas fritas rústicas, ají oro y salsa Don César. .Te podría interesar.Descubre nuevos sabores y una variada oferta gastronómica en MUT..0Cocinería.Sandwiches.",https://mut.cl/restaurante/don-cesar/,https://www.instagram.com/doncesar_fuentedesoda/; https://www.facebook.com/pages/Fuente%20De%20soda%20Don%20Cesar/354574838521384/,L-S: 10:00 - 20:00 D & F: 10:00 - 19:00,,,Nivel -2,-2,2030,,,Restaurante,"COCINA: Restaurante | RESTAURANTE: Don César | Restaurante.Don César..¿Qué es Don César?..Don César es una fuente de soda que tiene 8 tipos de combinaciones de sándwiches XL. Pueden encontrar sándwiches de carne mechada de cerdo, pollo, vacuno, vegetariano, vegano o hamburguesa. Y escoger entre pan marraqueta, frica, hallulla, colisa o al plato. Todos vienen con una tasa de consomé, papas fritas rústicas, ají oro y salsa Don César. .Te podría interesar.Descubre nuevos sabores y una variada oferta gastronómica en MUT..0Cocinería.Sandwiches. | UBICACION: Nivel -2 - Nivel -2 - Local 2030 | HORARIO: L-S: 10:00 - 20:00 D & F: 10:00 - 19:00",restaurante,gastronomia
Emporio Sabores de Chile,"¿Qué es Emporio Sabores de Chile?..Empresa familiar dedicada a buscar y seleccionar los mejores y más sabrosos productos gourmet de todo Chile. Productos que sean elaborados o fabricados por pymes o pequeños y medianos emprendedores gourmet, para reunirlos en un solo lugar en Santiago y también poder enviar a todo Chile. .Te podría interesar.Descubre nuevos sabores y una variada oferta gastronómica en MUT..0Abarrotes.",https://mut.cl/restaurante/emporio-sabores-de-chile/,https://www.instagram.com/emporiosaboresdechile/; https://www.facebook.com/emporiosaboresdechile/,L-S: 10:00 - 20:00 D & F: 10:00 - 19:00,,,Nivel -2,-2,2000-17,,,Restaurante,"COCINA: Restaurante | RESTAURANTE: Emporio Sabores de Chile | ¿Qué es Emporio Sabores de Chile?..Empresa familiar dedicada a buscar y seleccionar los mejores y más sabrosos productos gourmet de todo Chile. Productos que sean elaborados o fabricados por pymes o pequeños y medianos emprendedores gourmet, para reunirlos en un solo lugar en Santiago y también poder enviar a todo Chile. .Te podría interesar.Descubre nuevos sabores y una variada oferta gastronómica en MUT..0Abarrotes. | UBICACION: Nivel -2 - Nivel -2 - Local 2000-17 | HORARIO: L-S: 10:00 - 20:00 D & F: 10:00 - 19:00",restaurante,gastronomia
We Are Four,"¿Qué es We Are Four?..We are four es una cafetería de especialidad, enamorados del café a través de la experiencia del tueste. Buscan entregar conocimientos del mundo del café a un precio justo..Te podría interesar&#8230;0Cafetería.",https://mut.cl/restaurante/we-are-four/,https://www.instagram.com/wr4.cl; https://www.instagram.com/wr4.cl,L-V: 7:00 a 21:00. S: 10:00 a 21:00. D: 10:00 - 20:00.,www.wearefour.cl,https://www.wearefour.cl,Nivel -2,-2,2117 Y 2113,,,Restaurante,"COCINA: Restaurante | RESTAURANTE: We Are Four | ¿Qué es We Are Four?..We are four es una cafetería de especialidad, enamorados del café a través de la experiencia del tueste. Buscan entregar conocimientos del mundo del café a un precio justo..Te podría interesar&#8230;0Cafetería. | UBICACION: Nivel -2 - Nivel -2 - Local 2117 Y 2113 | HORARIO: L-V: 7:00 a 21:00. S: 10:00 a 21:00. D: 10:00 - 20:00. | CONTACTO: Web: www.wearefour.cl",restaurante,gastronomia
The Greek,"¿Qué es The Greek? ..Comida de inspiración griega como pitas y ensaladas frescas, además de café de especialidad, entre muchos otros productos. .Te podría interesar.Descubre nuevos sabores y una variada oferta gastronómica en MUT..PróximamenteCocinería.",https://mut.cl/restaurante/the-greek/,,L-S: 10:00 - 20:00 D & F: 10:00 - 19:00,,,Nivel -2,-2,2080,,,Restaurante,"COCINA: Restaurante | RESTAURANTE: The Greek | ¿Qué es The Greek? ..Comida de inspiración griega como pitas y ensaladas frescas, además de café de especialidad, entre muchos otros productos. .Te podría interesar.Descubre nuevos sabores y una variada oferta gastronómica en MUT..PróximamenteCocinería. | UBICACION: Nivel -2 - Nivel -2 - Local 2080 | HORARIO: L-S: 10:00 - 20:00 D & F: 10:00 - 19:00",restaurante,gastronomia
Mundo Mate,"¿Qué es Mundo Mate?..Tiendas de selección de las mejores yerbas mate argentinas, paraguayas, uruguayas y brasileras. Además, encontrarás todos sus accesorios como mates, yerberos, bolsos, termos y bombillas, entre otros. .Te podría interesar.Descubre nuevos sabores y una variada oferta gastronómica en MUT..0Abarrotes.",https://mut.cl/restaurante/mundo-mate/,https://www.instagram.com/mundomate.cl/?hl=es,L-S: 10:00 - 20:00 D & F: 10:00 - 19:00,www.mundomate.cl,https://www.mundomate.cl/,Nivel -2,-2,2000-20,,,Restaurante,"COCINA: Restaurante | RESTAURANTE: Mundo Mate | ¿Qué es Mundo Mate?..Tiendas de selección de las mejores yerbas mate argentinas, paraguayas, uruguayas y brasileras. Además, encontrarás todos sus accesorios como mates, yerberos, bolsos, termos y bombillas, entre otros. .Te podría interesar.Descubre nuevos sabores y una variada oferta gastronómica en MUT..0Abarrotes. | UBICACION: Nivel -2 - Nivel -2 - Local 2000-20 | HORARIO: L-S: 10:00 - 20:00 D & F: 10:00 - 19:00 | CONTACTO: Web: www.mundomate.cl",restaurante,gastronomia
Café Aura,"Te podría interesar.Descubre nuevos sabores y una variada oferta gastronómica en MUT..¿Qué es Café Aura?..Un café para descansar. La marca trasciende la cafeína para llegar a una contemplación atenta y presente. Enfatizados en las cualidades pacíficas y místicas del concepto Aura, complementado con una pizca de la devoción de la cultura popular argentina..0Cafetería.",https://mut.cl/restaurante/cafe-aura/,,L-D: 10:00 - 20:00,,,Nivel -1,-3,1060,,,Restaurante,"COCINA: Restaurante | RESTAURANTE: Café Aura | Te podría interesar.Descubre nuevos sabores y una variada oferta gastronómica en MUT..¿Qué es Café Aura?..Un café para descansar. La marca trasciende la cafeína para llegar a una contemplación atenta y presente. Enfatizados en las cualidades pacíficas y místicas del concepto Aura, complementado con una pizca de la devoción de la cultura popular argentina..0Cafetería. | UBICACION: Nivel -1 - Nivel -3 - Local 1060 | HORARIO: L-D: 10:00 - 20:00",restaurante,gastronomia
Tonny Pizzería,"Te podría interesar.Descubre nuevos sabores y una variada oferta gastronómica en MUT..¿Qué es Tonny Pizzería?..“El que come la pizza de Tonny, vive 100 años”. Pizza y pasta fresca que promete traer el sabor de Italia a MUT..0Cocinería.Pizza.",https://mut.cl/restaurante/tonny-pizzeria/,https://www.instagram.com/tonny.pizzeria/; https://www.facebook.com/tonnypizzerianapolitana,L-S: 10:00 - 20:00 D & F: 10:00 - 19:00,www.tonnypizzeria.cl,https://www.tonnypizzeria.cl/,Nivel -2,-2,2045,,,Restaurante,"COCINA: Restaurante | RESTAURANTE: Tonny Pizzería | Te podría interesar.Descubre nuevos sabores y una variada oferta gastronómica en MUT..¿Qué es Tonny Pizzería?..“El que come la pizza de Tonny, vive 100 años”. Pizza y pasta fresca que promete traer el sabor de Italia a MUT..0Cocinería.Pizza. | UBICACION: Nivel -2 - Nivel -2 - Local 2045 | HORARIO: L-S: 10:00 - 20:00 D & F: 10:00 - 19:00 | CONTACTO: Web: www.tonnypizzeria.cl",restaurante,gastronomia
Pellín Frutos Secos,"Te podría interesar.Descubre nuevos sabores y una variada oferta gastronómica en MUT..¿Quiénes somos?..Es un negocio que comercializa y distribuye una gran variedad de alimentos como frutos secos, productos naturales y deshidratados de alta calidad..0Abarrotes.",https://mut.cl/restaurante/pellin-frutos-secos/,,L-S: 10:00 - 20:00 D & F: 10:00 - 19:00,,,Nivel -2,-2,2000-6,,,Restaurante,"COCINA: Restaurante | RESTAURANTE: Pellín Frutos Secos | Te podría interesar.Descubre nuevos sabores y una variada oferta gastronómica en MUT..¿Quiénes somos?..Es un negocio que comercializa y distribuye una gran variedad de alimentos como frutos secos, productos naturales y deshidratados de alta calidad..0Abarrotes. | UBICACION: Nivel -2 - Nivel -2 - Local 2000-6 | HORARIO: L-S: 10:00 - 20:00 D & F: 10:00 - 19:00",restaurante,gastronomia
Pehuén Mote con Huesillo,"Te podría interesar.Descubre nuevos sabores y una variada oferta gastronómica en MUT..¿Qué es Pehuén?..Un clásico chileno. Empresa familiar, con más de 60 años de experiencia en la preparación y venta del tradicional Mote con Huesillos, que durante décadas ha acompañado a las familias chilenas en las calles, parques, cerros y fiestas tradicionales..0Abarrotes.",https://mut.cl/restaurante/pehuen-mote-con-huesillo/,,L-S: 10:00 - 20:00 D & F: 10:00 - 19:00,www.productospehuen.cl,https://www.productospehuen.cl/,Nivel -2,-2,2000-7,,,Restaurante,"COCINA: Restaurante | RESTAURANTE: Pehuén Mote con Huesillo | Te podría interesar.Descubre nuevos sabores y una variada oferta gastronómica en MUT..¿Qué es Pehuén?..Un clásico chileno. Empresa familiar, con más de 60 años de experiencia en la preparación y venta del tradicional Mote con Huesillos, que durante décadas ha acompañado a las familias chilenas en las calles, parques, cerros y fiestas tradicionales..0Abarrotes. | UBICACION: Nivel -2 - Nivel -2 - Local 2000-7 | HORARIO: L-S: 10:00 - 20:00 D & F: 10:00 - 19:00 | CONTACTO: Web: www.productospehuen.cl",restaurante,gastronomia
La Fiambrería,"Te podría interesar.Descubre nuevos sabores y una variada oferta gastronómica en MUT..¿Qué es La Fiambrería?..Especializados en la elaboración de charcutería única, llega desde el barrio Franklin una variada selección del chef Marcos Somana, que incluye pastrami, jamón cocido y gran variedad de quesos, entre muchos otros..0Cocinería.Fiambres.",https://mut.cl/restaurante/la-fiambreria/,https://www.instagram.com/lafiambreriacl/?hl=es; https://www.facebook.com/lafiambreriachile/,L-S: 10:00 - 20:00 D & F: 10:00 - 19:00,,,Nivel -2,-2,2029,,,Restaurante,"COCINA: Restaurante | RESTAURANTE: La Fiambrería | Te podría interesar.Descubre nuevos sabores y una variada oferta gastronómica en MUT..¿Qué es La Fiambrería?..Especializados en la elaboración de charcutería única, llega desde el barrio Franklin una variada selección del chef Marcos Somana, que incluye pastrami, jamón cocido y gran variedad de quesos, entre muchos otros..0Cocinería.Fiambres. | UBICACION: Nivel -2 - Nivel -2 - Local 2029 | HORARIO: L-S: 10:00 - 20:00 D & F: 10:00 - 19:00",restaurante,gastronomia
Huentelauquen,"Te podría interesar.Descubre nuevos sabores y una variada oferta gastronómica en MUT..0.¿Qué es Huentelauquén?..La parada obligada de todos los viajeros en sus aventuras al norte. La Hacienda Huentelauquén es una tradición chilena con más de 80 años entregando calidad y sabor en sus empanadas, productos de queso mantecoso y papayas.Cocinería.Empanadas.",https://mut.cl/restaurante/huentelauquen/,,L-S: 10:00 - 20:00 D & F: 10:00 - 19:00,www.huentelauquen.cl,https://www.huentelauquen.cl/,Nivel -2,-2,2041,,,Restaurante,"COCINA: Restaurante | RESTAURANTE: Huentelauquen | Te podría interesar.Descubre nuevos sabores y una variada oferta gastronómica en MUT..0.¿Qué es Huentelauquén?..La parada obligada de todos los viajeros en sus aventuras al norte. La Hacienda Huentelauquén es una tradición chilena con más de 80 años entregando calidad y sabor en sus empanadas, productos de queso mantecoso y papayas.Cocinería.Empanadas. | UBICACION: Nivel -2 - Nivel -2 - Local 2041 | HORARIO: L-S: 10:00 - 20:00 D & F: 10:00 - 19:00 | CONTACTO: Web: www.huentelauquen.cl",restaurante,gastronomia
Oakberry Açaí,"¿Qué es Oakberry Açaí?..En Oakberry Açaí podrás probar los mejores bowls de açai orgánicos, que formarán parte de tu estilo de vida saludable..Te podría interesar.Descubre nuevos sabores y una variada oferta gastronómica en MUT..0Acai.Cocinería.",https://mut.cl/restaurante/oakberryacai/,https://www.instagram.com/oakberrychile/?hl=es-la; https://www.facebook.com/oakberryacai/,L-D: 10:00 - 20:00,,,Nivel -1,,,,,Restaurante,"COCINA: Restaurante | RESTAURANTE: Oakberry Açaí | ¿Qué es Oakberry Açaí?..En Oakberry Açaí podrás probar los mejores bowls de açai orgánicos, que formarán parte de tu estilo de vida saludable..Te podría interesar.Descubre nuevos sabores y una variada oferta gastronómica en MUT..0Acai.Cocinería. | UBICACION: Nivel -1 | HORARIO: L-D: 10:00 - 20:00",restaurante,gastronomia
Dulcentorno,"¿Qué es Dulce Entorno?..Donas de especialidad hechas artesanalmente, con una deliciosa masa brioche, rica en mantequilla y yemas de huevo, con un proceso de larga fermentación que permite que su sabor sea aún más intenso y la masa mucho más suave..Te podría interesar.Descubre nuevos sabores y una variada oferta gastronómica en MUT..0Cocinería.Repostería.",https://mut.cl/restaurante/dulcentorno/,https://www.facebook.com/dulcentorno/?locale=es_LA; https://www.instagram.com/dulcentorno/?hl=es,L-S: 10:00 - 20:00 D & F: 10:00 - 19:00,,,Nivel -2,-2,2000-15,,,Restaurante,"COCINA: Restaurante | RESTAURANTE: Dulcentorno | ¿Qué es Dulce Entorno?..Donas de especialidad hechas artesanalmente, con una deliciosa masa brioche, rica en mantequilla y yemas de huevo, con un proceso de larga fermentación que permite que su sabor sea aún más intenso y la masa mucho más suave..Te podría interesar.Descubre nuevos sabores y una variada oferta gastronómica en MUT..0Cocinería.Repostería. | UBICACION: Nivel -2 - Nivel -2 - Local 2000-15 | HORARIO: L-S: 10:00 - 20:00 D & F: 10:00 - 19:00",restaurante,gastronomia
Cookielab,"¿Qué es Cookie Lab?..El paraíso de las galletas rellenas. Cookielab está formado por especialistas en la preparación de galletas, café y buenas vibras..Te podría interesar.Descubre nuevos sabores y una variada oferta gastronómica en MUT..0Repostería.",https://mut.cl/restaurante/cookielab/,https://www.instagram.com/cookielab_cl/; https://www.facebook.com/cookielab_cl-114276880356057,L-S: 10:00 - 20:00 D & F: 10:00 - 19:00,www.cookielab.cl,https://www.cookielab.cl/,Nivel -2,-2,2173,,,Restaurante,"COCINA: Restaurante | RESTAURANTE: Cookielab | ¿Qué es Cookie Lab?..El paraíso de las galletas rellenas. Cookielab está formado por especialistas en la preparación de galletas, café y buenas vibras..Te podría interesar.Descubre nuevos sabores y una variada oferta gastronómica en MUT..0Repostería. | UBICACION: Nivel -2 - Nivel -2 - Local 2173 | HORARIO: L-S: 10:00 - 20:00 D & F: 10:00 - 19:00 | CONTACTO: Web: www.cookielab.cl",restaurante,gastronomia
Café Altura,"Restaurante.Café Altura..Quiénes somos..Café en grano recién tostado que garantiza una taza sabrosa y aromática. Es tostado en el punto exacto, para un máximo sabor y que se pueda preparar en cualquier cafetera..Te podría interesar..#ffffff.0Cafetería.",https://mut.cl/restaurante/cafe-altura/,https://www.instagram.com/cafealturachile/; https://www.facebook.com/inversionescafealtura,L-S: 10:00 - 20:00 D & F: 10:00 - 19:00,www.cafealtura.cl,https://www.cafealtura.cl,Nivel -2,-2,2065,,,Restaurante,"COCINA: Restaurante | RESTAURANTE: Café Altura | Restaurante.Café Altura..Quiénes somos..Café en grano recién tostado que garantiza una taza sabrosa y aromática. Es tostado en el punto exacto, para un máximo sabor y que se pueda preparar en cualquier cafetera..Te podría interesar..#ffffff.0Cafetería. | UBICACION: Nivel -2 - Nivel -2 - Local 2065 | HORARIO: L-S: 10:00 - 20:00 D & F: 10:00 - 19:00 | CONTACTO: Web: www.cafealtura.cl",restaurante,gastronomia
Alma Vegan,"¿Qué es Alma Vegan?..Restaurante que mezcla la cocina callejera del mundo, basados en productos de temporada y proximidad. Se basan en la búsqueda de los productos de mayor nivel encontrando el equilibrio de la tradición y la evolución de nuestra cocina. Como norma y guía llevaremos una comida callejera 100% realizada de forma artesanal y casera a base de una dieta 100% a base de plantas (vegano)..Te podría interesar..#ffffff.0Cocina vegana.",https://mut.cl/restaurante/alma-vegan/,https://www.instagram.com/alma_rest.cl/?igshid=YmMyMTA2M2Y%3D,L-S: 10:00 - 20:00 D & F: 10:00 - 19:00,,,Nivel -2,-2,2053,,,Restaurante,"COCINA: Restaurante | RESTAURANTE: Alma Vegan | ¿Qué es Alma Vegan?..Restaurante que mezcla la cocina callejera del mundo, basados en productos de temporada y proximidad. Se basan en la búsqueda de los productos de mayor nivel encontrando el equilibrio de la tradición y la evolución de nuestra cocina. Como norma y guía llevaremos una comida callejera 100% realizada de forma artesanal y casera a base de una dieta 100% a base de plantas (vegano)..Te podría interesar..#ffffff.0Cocina vegana. | UBICACION: Nivel -2 - Nivel -2 - Local 2053 | HORARIO: L-S: 10:00 - 20:00 D & F: 10:00 - 19:00",restaurante,gastronomia
BOBIBOBI,¿Qué es BOBIBOBI?..Es un deseo de bendiciones y buena salud. Y su compromiso es darte la mejor experiencia del té&#8230;.#ffffff.0Bebestibles.Té.,https://mut.cl/restaurante/bobi-bobi/,https://www.instagram.com/bobibobi_chile/; https://www.facebook.com/bobibobichile.cl/,L-S: 10:00 - 20:00 D & F: 10:00 - 19:00,www.bobibobichile.cl,https://bobibobichile.cl,Nivel -3,-3,,,,Restaurante,COCINA: Restaurante | RESTAURANTE: BOBIBOBI | ¿Qué es BOBIBOBI?..Es un deseo de bendiciones y buena salud. Y su compromiso es darte la mejor experiencia del té&#8230;.#ffffff.0Bebestibles.Té. | UBICACION: Nivel -3 - Nivel -3 | HORARIO: L-S: 10:00 - 20:00 D & F: 10:00 - 19:00 | CONTACTO: Web: www.bobibobichile.cl,restaurante,gastronomia
Meze,"¿Qué es Meze?..Meze es el mejor restaurante turco de América, combina la tradición otomana con preparaciones turcas más modernas. La cultura que en el local no solo se refleja en sus preparaciones, sino también en su estética, que te lleva de viaje a Medio Oriente..0.Te podría interesar.Descubre nuevos sabores y una variada oferta gastronómica en MUT.#ffffffRestaurante.",https://mut.cl/restaurante/meze/,https://www.instagram.com/meze_kitchen_bar/?hl=es; https://www.facebook.com/RESTAURANTEMEZECHILE/?locale=es_LA,L-S: 10:00 - 20:00 D & F: 10:00 - 19:00,,,Nivel -2,,,,,Restaurante,"COCINA: Restaurante | RESTAURANTE: Meze | ¿Qué es Meze?..Meze es el mejor restaurante turco de América, combina la tradición otomana con preparaciones turcas más modernas. La cultura que en el local no solo se refleja en sus preparaciones, sino también en su estética, que te lleva de viaje a Medio Oriente..0.Te podría interesar.Descubre nuevos sabores y una variada oferta gastronómica en MUT.#ffffffRestaurante. | UBICACION: Nivel -2 | HORARIO: L-S: 10:00 - 20:00 D & F: 10:00 - 19:00",restaurante,gastronomia
